Price;Postcode;Latitude;Longitude
249950;BN16 3EL;50,81238;-0,506662
810000;BN1 3TL;50,832829;-0,147192
775000;BN2 1FH;50,81638;-0,112367
308000;BN15 0HN;50,838555;-0,325453
212000;BN24 6SF;50,820285;0,363764
215000;BN3 3GF;50,830448;-0,16153
243000;BN16 4JL;50,832546;-0,487387
500000;BN25 4JA;50,76797;0,124323
325000;BN2 6TE;50,82842;-0,062891
245000;BN15 9FN;50,830967;-0,326265
430000;BN18 9QQ;50,851532;-0,524705
292500;BN10 8EB;50,798736;0,002395
270000;BN15 9EY;50,835464;-0,314387
570000;BN12 4PN;50,814631;-0,414136
450000;BN1 5GJ;50,859004;-0,162766
175000;BN1 3JA;50,826531;-0,145851
185000;BN22 0RJ;50,808957;0,255226
220000;BN23 5AX;50,795909;0,334847
385000;BN1 6HL;50,840897;-0,143833
393000;BN44 3SN;50,894863;-0,324331
205000;BN22 0BQ;50,80123;0,266633
320000;BN43 6EF;50,835046;-0,24639
383000;BN16 4PE;50,825835;-0,475436
200000;BN10 8FE;50,792643;0,015728
270000;BN9 9LJ;50,7922;0,04887
245000;BN22 7JA;50,779355;0,301181
375000;BN3 1NA;50,826212;-0,158104
385000;BN18 9JW;50,853996;-0,554135
250500;BN16 1ST;50,810677;-0,485454
184000;BN17 7HB;50,817807;-0,551179
180000;BN13 1NW;50,830007;-0,397498
280000;BN26 6LT;50,823001;0,257535
397000;BN13 1LR;50,827445;-0,40284
460000;BN6 8PH;50,928757;-0,146315
412500;BN16 1JX;50,80989;-0,478226
385000;BN41 2FY;50,846461;-0,214526
370000;BN2 9XT;50,830361;-0,122198
246000;BN21 1DU;50,768246;0,276044
415000;BN1 8DN;50,861179;-0,133223
284000;BN41 2EP;50,847525;-0,216488
220000;BN22 0UJ;50,807428;0,270283
667000;BN13 3BU;50,850382;-0,409089
305000;BN10 8PN;50,78762;0,012831
350000;BN1 9AX;50,860724;-0,111102
220000;BN21 4HN;50,760948;0,281745
417000;BN1 8JF;50,859414;-0,134757
255000;BN23 5UR;50,792662;0,32539
314500;BN41 1SD;50,83712;-0,218675
435000;BN21 1TN;50,779225;0,264178
595000;BN2 0JJ;50,822874;-0,131415
375000;BN21 1EF;50,76784;0,271472
232000;BN15 9LF;50,827966;-0,330859
245000;BN27 2DH;50,857796;0,263677
815000;BN7 3AH;50,912518;-0,061236
375000;BN13 1NT;50,819578;-0,408304
480000;BN13 2BP;50,829914;-0,404559
195000;BN13 1FR;50,817797;-0,408279
360000;BN2 4FH;50,84237;-0,102369
370000;BN2 9UH;50,829688;-0,128444
115000;BN22 9RB;50,802895;0,275343
161750;BN13 2TD;50,830971;-0,417459
165000;BN14 9BY;50,828813;-0,375404
230000;BN22 8JH;50,775295;0,294514
255000;BN10 7SE;50,802831;-0,000367
596800;BN1 5HA;50,858991;-0,166517
450000;BN26 6HX;50,819928;0,271997
201000;BN22 8XL;50,77686;0,282846
540000;BN3 6NP;50,839229;-0,164054
295000;BN3 8PJ;50,85062;-0,196097
327500;BN42 4WP;50,842401;-0,233174
450500;BN41 2BF;50,842012;-0,211201
282500;BN9 0RP;50,805971;0,06764
535000;BN16 2EY;50,806038;-0,50861
300000;BN14 0BJ;50,843893;-0,396881
1000;BN23 5AF;50,794307;0,333561
328000;BN43 6HB;50,844512;-0,265353
420000;BN5 9DY;50,927989;-0,277064
400000;BN5 9PJ;50,932762;-0,284174
215000;BN22 9DL;50,800008;0,283647
522000;BN25 4PL;50,773906;0,114904
250000;BN2 4RU;50,848987;-0,107158
250000;BN23 7RH;50,802007;0,298604
242500;BN26 5AJ;50,819712;0,246202
713000;BN44 3PR;50,882169;-0,324601
195000;BN14 7RD;50,829259;-0,385014
235000;BN18 9JP;50,849006;-0,560838
400000;BN13 3DX;50,842799;-0,406364
355000;BN22 8EQ;50,774877;0,291543
275000;BN26 6NE;50,823063;0,259455
370000;BN16 3FF;50,813773;-0,489782
450000;BN2 9ST;50,830477;-0,129947
278000;BN17 6HJ;50,814244;-0,538102
309950;BN24 5GR;50,818847;0,303705
368000;BN2 8HG;50,812467;-0,035544
285000;BN2 8QH;50,811007;-0,032667
402500;BN12 4UG;50,814929;-0,428194
352550;BN3 3DE;50,830137;-0,172647
720000;BN13 3QU;50,84558;-0,410473
370000;BN44 3RP;50,891145;-0,32718
275000;BN18 0NY;50,817748;-0,597119
190750;BN1 3DJ;50,826597;-0,150023
140000;BN14 9AN;50,827917;-0,370009
140000;BN14 7JJ;50,824027;-0,387139
290000;BN2 1EJ;50,816864;-0,117827
240000;BN3 7QP;50,848515;-0,182697
70000;BN21 3BW;50,766387;0,288278
285000;BN26 5BE;50,816512;0,247284
238000;BN11 4QT;50,811869;-0,390411
625000;BN6 8BJ;50,924706;-0,12802
855579;BN6 8EZ;50,92686;-0,141865
555000;BN1 5HF;50,859469;-0,164921
375000;BN17 6NN;50,809702;-0,520217
160000;BN25 1AW;50,769177;0,102366
259950;BN10 7RR;50,796879;-0,006269
376000;BN2 9SR;50,829888;-0,128578
380000;BN20 8LU;50,773766;0,256709
240000;BN3 2RJ;50,826126;-0,174379
240000;BN22 9LN;50,804959;0,280212
283000;BN20 8SH;50,780276;0,247007
425000;BN25 3PZ;50,777902;0,118205
242000;BN23 5DD;50,792208;0,328788
230000;BN2 9QQ;50,82648;-0,132506
170000;BN11 4BD;50,814877;-0,379093
470000;BN2 3HJ;50,833969;-0,128458
510000;BN3 6WF;50,848889;-0,177895
315000;BN8 4NT;50,971422;0,010725
700000;BN3 6EJ;50,833445;-0,151982
400000;BN27 4FR;50,879177;0,267044
285000;BN1 3DS;50,825767;-0,150979
277200;BN9 0PS;50,803006;0,056793
415000;BN7 1TJ;50,869974;0,009753
256000;BN27 3LF;50,855167;0,249412
243000;BN23 7BB;50,795686;0,31626
360000;BN7 1JF;50,86991;0,001976
320000;BN22 8UT;50,784124;0,292378
168000;BN44 3RH;50,894855;-0,326265
207500;BN43 5FT;50,842347;-0,274041
233500;BN16 3SB;50,815151;-0,492009
725000;BN3 5RE;50,832971;-0,190628
295000;BN16 4DJ;50,823007;-0,486205
250000;BN16 1BH;50,816199;-0,483373
395000;BN20 0DL;50,75881;0,208261
285000;BN21 3XS;50,774271;0,28618
330000;BN22 7LU;50,78111;0,312943
249995;BN17 6PF;50,809796;-0,521974
770000;BN16 2BZ;50,808788;-0,50425
510000;BN12 5NH;50,808271;-0,447493
200000;BN23 5TP;50,788752;0,327069
158000;BN21 1LU;50,775857;0,267151
315000;BN13 3PQ;50,834131;-0,417665
272000;BN27 1JE;50,875991;0,257877
1000000;BN3 6UE;50,845753;-0,165389
395000;BN1 4GZ;50,829782;-0,138835
300000;BN2 5TN;50,815234;-0,103839
675000;BN3 2JA;50,825427;-0,163076
289000;BN2 8DJ;50,805791;-0,022596
898650;BN2 1NA;50,817968;-0,115483
305000;BN1 3FN;50,825909;-0,148631
345000;BN16 4BS;50,831241;-0,481721
350000;BN1 9AY;50,859379;-0,105814
367500;BN3 2JE;50,824554;-0,163011
471250;BN42 4NP;50,835541;-0,224415
377500;BN16 3RA;50,816866;-0,491812
355000;BN25 3HZ;50,783659;0,109755
281000;BN2 1DL;50,818317;-0,122084
245000;BN23 7AW;50,800893;0,320803
175000;BN3 3BA;50,828458;-0,169389
120000;BN1 3TU;50,832678;-0,144457
290000;BN2 8PG;50,804324;-0,030506
268000;BN17 7BE;50,81244;-0,546987
245000;BN20 8AZ;50,771397;0,265275
168000;BN26 6JW;50,821096;0,256748
232000;BN3 5PH;50,83207;-0,182171
575000;BN1 3RR;50,829821;-0,145196
290000;BN26 5AX;50,81863;0,250083
121000;BN22 8AU;50,773197;0,294426
526000;BN3 7GP;50,83642;-0,20251
708000;BN1 6PL;50,846824;-0,143882
322000;BN20 7BP;50,762828;0,276703
232500;BN27 2AF;50,861282;0,260648
280000;BN41 2WN;50,853978;-0,227977
226000;BN27 3EQ;50,861927;0,251002
92500;BN2 5UP;50,810769;-0,101734
220000;BN22 9QT;50,799417;0,272009
355000;BN25 2JQ;50,782538;0,098114
295000;BN16 3NP;50,816568;-0,516281
343500;BN16 1LG;50,807988;-0,475109
420000;BN12 4LE;50,80926;-0,418008
975000;BN23 5PX;50,793474;0,327999
380000;BN1 8FP;50,861157;-0,124556
310000;BN16 3QG;50,813929;-0,513895
365000;BN16 2RG;50,809098;-0,510883
260000;BN27 4DW;50,888401;0,269327
240000;BN13 2PT;50,838013;-0,40816
163000;BN13 1BJ;50,819829;-0,40229
345000;BN2 4JL;50,840217;-0,098792
475000;BN12 5AY;50,813525;-0,434813
290000;BN17 7EP;50,823592;-0,555051
440000;BN6 9FG;50,931204;-0,148082
460000;BN16 3HS;50,816848;-0,499478
470000;BN14 0EB;50,852117;-0,393303
246000;BN7 2TW;50,883954;-0,005156
343000;BN18 0AZ;50,845506;-0,630889
325000;BN18 9DF;50,853614;-0,553849
310000;BN43 6TT;50,845844;-0,245602
315000;BN11 3BY;50,809399;-0,377055
300000;BN21 1QF;50,773679;0,263982
790000;BN14 9RT;50,831769;-0,390934
350000;BN14 9PS;50,835147;-0,386146
265000;BN23 7NN;50,795533;0,310391
630000;BN14 0AL;50,845597;-0,392007
485000;BN5 9RZ;50,927239;-0,271314
625000;BN1 5PT;50,839166;-0,154313
450000;BN43 5YE;50,828302;-0,283377
188000;BN2 1QF;50,821038;-0,129472
239000;BN20 8UX;50,786263;0,252771
340000;BN1 4ZD;50,831524;-0,139206
540000;BN3 3RN;50,83253;-0,173292
190000;BN16 3JE;50,815216;-0,496351
190000;BN12 4AU;50,81006;-0,404738
340000;BN3 8GR;50,850673;-0,186733
270000;BN16 1AH;50,816777;-0,484248
380000;BN2 9SL;50,828472;-0,125539
443000;BN2 0GN;50,825134;-0,129109
395500;BN41 2PL;50,846523;-0,226243
245000;BN2 3QD;50,836633;-0,122968
438000;BN10 7BS;50,797278;-0,015973
695000;BN1 6PP;50,845744;-0,144905
505000;BN3 8ED;50,850572;-0,204069
357500;BN15 0QP;50,829389;-0,341089
447500;BN1 8NP;50,862987;-0,140597
875000;BN8 5EE;50,937931;0,028381
245000;BN16 3EX;50,812861;-0,506264
485000;BN6 8JQ;50,924492;-0,148434
289000;BN2 5ES;50,823215;-0,111296
580125;BN25 4LQ;50,771717;0,119557
241000;BN23 5AW;50,792405;0,331508
450000;BN12 5AU;50,812825;-0,434908
558000;BN1 4QP;50,836088;-0,137207
225000;BN23 8LJ;50,812319;0,286036
89300;BN13 2QE;50,834247;-0,411682
300000;BN5 9JN;50,939457;-0,26985
277000;BN13 2HG;50,838733;-0,402994
395000;BN14 9PP;50,834043;-0,386979
317000;BN27 1TY;50,871815;0,253127
210000;BN20 9LS;50,805066;0,24875
9000000;BN3 1RE;50,831777;-0,157388
300000;BN27 3HE;50,873496;0,247565
300000;BN25 3BX;50,782814;0,11864
227050;BN1 7HT;50,849492;-0,130692
190000;BN22 0XE;50,807313;0,272477
400000;BN15 8TH;50,823803;-0,335309
345000;BN15 9LU;50,82909;-0,329583
339000;BN11 3HH;50,810065;-0,378366
69600;BN3 3TD;50,83283;-0,170568
315000;BN11 3FA;50,80881;-0,383764
160000;BN13 1DL;50,821184;-0,402741
420000;BN12 6QT;50,81957;-0,444336
290000;BN27 3DS;50,865595;0,253879
338500;BN7 2EJ;50,88451;0,009611
176000;BN25 1NP;50,773054;0,101363
261300;BN3 8BL;50,853467;-0,19468
470000;BN14 0HU;50,855998;-0,396906
275000;BN16 1DP;50,817889;-0,472316
447000;BN3 7GY;50,837647;-0,198117
125000;BN3 1HB;50,824415;-0,161596
290000;BN2 4RP;50,848596;-0,104134
235000;BN1 4NU;50,835298;-0,137309
297500;BN7 3BQ;50,933153;-0,06257
620000;BN1 5GB;50,860384;-0,161319
235000;BN21 3LE;50,767372;0,287588
240000;BN27 3HD;50,872957;0,247056
340000;BN43 6HR;50,842366;-0,262564
260000;BN17 6QY;50,812841;-0,52097
375000;BN11 4QD;50,817611;-0,393241
293000;BN13 2EH;50,83715;-0,39768
400000;BN43 5PP;50,830163;-0,258416
1350000;BN27 4HG;50,90635;0,277753
183000;BN9 9RL;50,792406;0,049432
243000;BN8 4AE;50,938258;-0,023244
235000;BN23 7QL;50,801242;0,316364
315000;BN41 1SX;50,836029;-0,219255
550000;BN1 4EF;50,827767;-0,139924
247000;BN13 2RZ;50,830613;-0,418181
276788;BN24 6BH;50,808967;0,345009
410000;BN41 2RS;50,854773;-0,235392
415000;BN43 6AX;50,839754;-0,259877
268000;BN16 2HT;50,80585;-0,510816
580000;BN16 2HN;50,806815;-0,508216
337950;BN6 9JA;50,952241;-0,195312
327000;BN16 2JN;50,803955;-0,506803
275000;BN10 7RH;50,803179;-0,001772
160000;BN1 2QB;50,824534;-0,1555
370000;BN17 5TA;50,809243;-0,54808
375000;BN43 5WE;50,835136;-0,277176
330000;BN18 0PU;50,845715;-0,625755
295000;BN2 9NW;50,826893;-0,129692
166960;BN27 3FX;50,873261;0,241072
477000;BN7 3EE;50,929837;-0,061641
190000;BN21 3SJ;50,771561;0,289339
51750;BN17 6FR;50,823234;-0,530679
230000;BN3 4GA;50,827827;-0,180234
420000;BN13 3TD;50,840529;-0,417321
175000;BN11 4TH;50,811574;-0,382742
625000;BN44 3YR;50,889714;-0,317136
420000;BN43 5AA;50,835427;-0,27316
370000;BN3 8GT;50,85101;-0,18878
885000;BN12 4JH;50,807293;-0,416187
1700000;BN3 4GS;50,826857;-0,182004
287000;BN14 7ES;50,820145;-0,388011
315000;BN27 4BJ;50,88211;0,214513
143000;BN22 9DX;50,800616;0,286586
290000;BN43 5FR;50,844306;-0,27512
358000;BN1 6PG;50,846229;-0,143195
160000;BN11 4HW;50,818119;-0,39098
1115000;BN20 7UP;50,755485;0,261615
445000;BN26 5SA;50,819937;0,224831
360000;BN1 8SD;50,869182;-0,129819
250000;BN23 6EH;50,790505;0,315621
425000;BN3 8LG;50,847611;-0,197463
332500;BN21 1UX;50,78288;0,260255
320000;BN1 3FT;50,828091;-0,150092
255000;BN22 0QP;50,806305;0,25074
470000;BN43 5WN;50,839314;-0,283612
315000;BN27 3JU;50,859583;0,247578
377000;BN11 3EP;50,811617;-0,365182
420000;BN14 0AN;50,846006;-0,39097
208500;BN11 5JT;50,815798;-0,40213
405000;BN2 8DD;50,800122;-0,032003
600000;BN2 3HD;50,833168;-0,131799
340200;BN3 2TD;50,8266;-0,177059
98000;BN9 9BJ;50,794639;0,047245
244000;BN23 8LB;50,81048;0,284867
310000;BN25 3NB;50,776315;0,110275
570000;BN18 0HX;50,816456;-0,59967
250000;BN13 1DG;50,824119;-0,401675
350000;BN44 3TG;50,881688;-0,299442
343000;BN41 1PS;50,833084;-0,22546
290000;BN1 9EP;50,865901;-0,113664
450000;BN3 6TL;50,846725;-0,164853
342500;BN6 8QG;50,921297;-0,133607
298000;BN13 2RS;50,832212;-0,415443
315000;BN27 1QW;50,874332;0,255537
225000;BN11 5PB;50,810052;-0,395016
184000;BN11 2NF;50,814058;-0,352719
295000;BN7 2ED;50,882836;0,008629
350000;BN15 9SH;50,827441;-0,339411
375000;BN21 4BD;50,764266;0,286387
415000;BN23 5BU;50,793108;0,32354
392000;BN41 2FQ;50,84605;-0,2118
250000;BN11 2LA;50,817694;-0,356083
205000;BN27 1LN;50,87645;0,252015
385000;BN42 4DB;50,833819;-0,236566
267000;BN25 2AB;50,773971;0,10112
315000;BN27 4BN;50,8884;0,262885
275000;BN14 7BQ;50,824743;-0,377133
795000;BN3 6BA;50,846774;-0,177168
395000;BN3 3RB;50,83162;-0,173739
293692;BN20 8SE;50,780413;0,247837
378000;BN44 3RQ;50,893008;-0,326672
600000;BN3 8EZ;50,853897;-0,198628
190000;BN22 7TA;50,783904;0,305803
410000;BN15 9NX;50,835033;-0,32761
460000;BN3 2RB;50,827246;-0,174705
559995;BN5 9FQ;50,933118;-0,287365
360000;BN2 9UQ;50,829171;-0,127585
307500;BN14 9DX;50,83196;-0,370336
510000;BN12 4HS;50,806503;-0,420301
211542;BN2 4DD;50,837322;-0,116606
770000;BN1 6GD;50,843247;-0,140061
350000;BN1 3AN;50,82825;-0,150512
390000;BN27 1FE;50,867648;0,261198
700000;BN16 2BW;50,805341;-0,499137
210000;BN17 7ER;50,817103;-0,553159
325000;BN2 8EJ;50,801171;-0,030738
230000;BN17 7LW;50,824442;-0,542398
276500;BN13 3PH;50,833867;-0,420727
350500;BN2 6DP;50,835931;-0,089706
290000;BN23 6DD;50,785416;0,319356
375000;BN14 9HE;50,83259;-0,369761
180000;BN24 6JL;50,808995;0,346969
165000;BN41 2AB;50,840168;-0,218814
500000;BN8 4HR;50,962118;-0,005242
252000;BN18 0PX;50,845205;-0,62675
550000;BN14 7SU;50,830832;-0,385002
390000;BN43 6JH;50,842558;-0,253168
390000;BN2 6LB;50,827553;-0,067528
1900000;BN3 4GQ;50,827726;-0,184697
317624;BN7 2PP;50,87552;0,013076
320000;BN2 5XB;50,81212;-0,097052
215000;BN27 1JB;50,875972;0,259085
275000;BN2 5FJ;50,825214;-0,108077
800000;BN18 9AP;50,854791;-0,555887
234950;BN23 8BN;50,806363;0,298932
192000;BN21 1NJ;50,773109;0,269698
213000;BN20 8TX;50,785058;0,253692
292000;BN2 8HL;50,812381;-0,030976
250000;BN11 2JB;50,818368;-0,36167
515000;BN1 6JS;50,844352;-0,137503
390000;BN3 7RJ;50,837052;-0,174081
340000;BN2 4DG;50,841087;-0,113074
355000;BN7 1PB;50,874367;-0,00386
600000;BN20 9AQ;50,792162;0,256999
210000;BN22 0TS;50,803931;0,273449
475000;BN10 7LS;50,795031;-0,011258
275000;BN6 8QS;50,922264;-0,132245
155000;BN11 3NT;50,808139;-0,38472
297500;BN2 6TQ;50,827933;-0,060611
95000;BN17 6SY;50,811046;-0,537662
515000;BN20 0JD;50,766187;0,211048
405000;BN1 8UJ;50,866704;-0,142467
265000;BN16 1DG;50,816012;-0,477303
460000;BN18 0EU;50,820629;-0,613231
425000;BN8 6AE;50,922969;0,162452
295000;BN25 2TQ;50,78868;0,072978
550000;BN8 4GD;50,981731;-0,015699
343000;BN3 2WJ;50,824416;-0,172558
387000;BN8 4LN;50,972692;0,016834
282500;BN22 0ES;50,798646;0,26076
340000;BN3 4GJ;50,828145;-0,18505
297000;BN11 1TJ;50,810844;-0,374279
499990;BN43 6HN;50,842937;-0,256279
348000;BN17 7FA;50,823516;-0,558375
280000;BN23 8LA;50,811009;0,285873
395000;BN1 5GE;50,860995;-0,161849
630000;BN15 0PD;50,838719;-0,328103
725000;BN8 4NJ;50,971532;0,016328
240000;BN8 5EW;50,894898;0,055549
592000;BN44 3LR;50,886462;-0,3343
234500;BN16 3EW;50,811627;-0,507524
380000;BN15 8JZ;50,826971;-0,296248
540000;BN3 7QT;50,84602;-0,182481
515000;BN2 8HE;50,809561;-0,035495
273000;BN11 1AR;50,812269;-0,373279
239000;BN9 0RR;50,804618;0,067353
250000;BN25 4HB;50,769408;0,111226
265000;BN17 7EY;50,81805;-0,5534
147500;BN21 4AS;50,764796;0,285959
237500;BN14 7DR;50,822322;-0,37442
210000;BN17 7HZ;50,81913;-0,551975
218000;BN27 4PE;50,890884;0,321421
127000;BN43 5WH;50,835544;-0,279206
295000;BN13 3LF;50,83897;-0,417047
585000;BN1 2HZ;50,823375;-0,148731
135000;BN3 6HG;50,837386;-0,169779
435000;BN11 3LU;50,809255;-0,378294
406000;BN22 8UG;50,780054;0,291711
247000;BN23 7PR;50,804592;0,315281
263000;BN14 7DW;50,820975;-0,374595
1098200;BN6 9QT;50,931645;-0,1686
278000;BN18 0JN;50,814137;-0,612529
233000;BN42 4SL;50,837056;-0,242537
300000;BN14 7QN;50,826476;-0,382753
185000;BN12 4BB;50,812201;-0,416007
255000;BN26 5PL;50,812774;0,235648
270000;BN10 8GA;50,791414;0,014469
295000;BN17 7NR;50,81987;-0,550022
290000;BN11 2NY;50,817992;-0,347881
400000;BN2 1HG;50,817858;-0,117603
599950;BN25 4PZ;50,77242;0,115986
325000;BN10 8BZ;50,804959;0,004748
355000;BN16 2JR;50,803942;-0,504377
610000;BN25 1BG;50,765101;0,11143
240000;BN1 2LR;50,824527;-0,15161
265500;BN14 8QA;50,832001;-0,36234
241000;BN42 4TL;50,838923;-0,233945
273334;BN14 0HR;50,854069;-0,395921
622000;BN12 4NE;50,807879;-0,414975
353000;BN25 2UU;50,783144;0,092892
585000;BN6 9FN;50,943863;-0,175878
345000;BN22 0LU;50,805372;0,25501
206000;BN16 3BL;50,812439;-0,50209
352500;BN43 6LF;50,835677;-0,250698
487500;BN1 5PN;50,837307;-0,149969
122000;BN23 5RN;50,790897;0,320521
678000;BN2 9YB;50,825857;-0,121725
715000;BN18 9HF;50,851205;-0,567064
240000;BN13 2TB;50,832713;-0,417202
210000;BN11 2JG;50,817307;-0,360512
412500;BN24 5PJ;50,815465;0,282002
270000;BN23 6AA;50,789491;0,314818
300000;BN14 8DL;50,820809;-0,362064
307000;BN2 3PD;50,832647;-0,120586
337500;BN8 4FF;50,905151;-0,009628
257000;BN12 6NF;50,819243;-0,428006
144000;BN26 5BB;50,820707;0,246861
115000;BN22 8AJ;50,771213;0,293506
271000;BN13 3JN;50,834883;-0,418747
155000;BN12 6PJ;50,819885;-0,450444
300000;BN41 2YG;50,855671;-0,226379
315000;BN17 6AA;50,810874;-0,526866
435000;BN1 3LD;50,82569;-0,143315
290000;BN10 7SX;50,804585;0,002773
295000;BN16 4AF;50,828084;-0,482391
315000;BN23 6AF;50,7883;0,320861
320000;BN41 2GQ;50,846766;-0,211517
325000;BN23 5BH;50,796956;0,335112
496000;BN2 9XL;50,830547;-0,120358
239000;BN43 6AZ;50,840189;-0,260713
175000;BN3 3GL;50,82809;-0,167104
339950;BN7 3BH;50,931188;-0,061798
170000;BN27 4DG;50,888954;0,2686
128000;BN17 7PT;50,82868;-0,540391
889950;BN7 2LZ;50,873154;0,013301
245000;BN3 5HS;50,835831;-0,190021
260000;BN25 3HU;50,780752;0,122249
250000;BN23 5QA;50,797807;0,334402
275000;BN26 5DQ;50,817152;0,250239
193000;BN27 2HQ;50,860437;0,271748
286500;BN21 1RH;50,775017;0,258514
275000;BN9 9SP;50,795085;0,042312
365000;BN1 1NL;50,821248;-0,141645
335000;BN7 2UQ;50,877355;0,021912
540000;BN12 5RF;50,808271;-0,451524
202500;BN1 5JS;50,853078;-0,155994
288000;BN26 6FD;50,822204;0,267805
290000;BN10 8TJ;50,790865;0,018646
360000;BN2 8SR;50,801397;-0,043629
254000;BN10 7LA;50,797208;-0,007632
240000;BN18 0LE;50,816109;-0,614302
300000;BN27 3WB;50,866974;0,244608
337500;BN15 9RQ;50,835882;-0,324725
375000;BN13 1FH;50,818371;-0,40734
249950;BN20 8SY;50,777143;0,247652
290000;BN16 4LS;50,835225;-0,484546
340000;BN20 9DG;50,792237;0,246588
160250;BN27 1AP;50,864052;0,257826
405000;BN21 2DU;50,774817;0,280349
370000;BN18 0PA;50,844908;-0,621347
232000;BN2 1LB;50,820047;-0,124514
830000;BN7 3NA;50,865526;-0,004635
303000;BN14 9JE;50,835498;-0,370611
235000;BN10 8HR;50,792197;0,002158
390000;BN24 5PQ;50,814931;0,284446
310000;BN13 1NB;50,828763;-0,397285
350000;BN18 9TA;50,852335;-0,560196
480000;BN1 8EG;50,85448;-0,136673
285000;BN17 6PS;50,810733;-0,524216
215000;BN23 7HW;50,797882;0,309372
265000;BN3 2PF;50,825052;-0,171269
15000;BN1 2ED;50,823528;-0,147419
389000;BN14 7QX;50,825476;-0,384576
300000;BN10 8PJ;50,788086;0,010836
457000;BN3 7EQ;50,837872;-0,184232
462500;BN3 8JN;50,848607;-0,192723
297000;BN15 0DJ;50,83557;-0,336879
465000;BN2 7FG;50,816014;-0,065917
440000;BN12 4LR;50,811661;-0,417331
210000;BN25 1QE;50,770418;0,105372
545000;BN27 4PL;50,892302;0,314324
310000;BN23 7TE;50,805278;0,315613
395000;BN3 5HT;50,835459;-0,190376
385000;BN41 2JD;50,850037;-0,219006
420000;BN3 8EG;50,853249;-0,205003
360000;BN8 4NY;50,973049;0,010781
299000;BN13 1FG;50,818102;-0,408837
270000;BN25 2TP;50,788102;0,074626
392500;BN44 3PG;50,88562;-0,32887
630000;BN20 7TW;50,758079;0,254934
440000;BN1 3PR;50,82982;-0,142313
